X,Y,Dim2,contrib,correlation,type,REACTOME
ENSG00000163281,GNPDA2,-0.013053069,0.000123445,-0.645626104,mRNA,ENSG00000163281
ENSG00000100522,GNPNAT1,-0.00528025,2.02E-05,-0.166568775,mRNA,ENSG00000100522
ENSG00000111670,GNPTAB,0.018951695,0.000260222,0.532939329,mRNA,ENSG00000111670
ENSG00000090581,GNPTG,-0.045048781,0.001470325,-0.646691256,mRNA,ENSG00000090581
ENSG00000147437,GNrH1,0.201835739,0.029515051,0.884060322,mRNA,ENSG00000147437
ENSG00000125787,GNrH2,0.082496654,0.00493083,0.27912792,mRNA,ENSG00000125787
ENSG00000211451,GNrHr2,-0.073642697,0.003929224,-0.308679415,mRNA,ENSG00000211451
ENSG00000135677,GNS,0.004467973,1.45E-05,0.164215953,mRNA,ENSG00000135677
ENSG00000136935,GOLGA1,0.00715523,3.71E-05,0.214287322,mRNA,ENSG00000136935
ENSG00000167110,GOLGA2,0.005492017,2.19E-05,0.182939888,mRNA,ENSG00000167110
ENSG00000255769,GOLGA2P10,-0.249622939,0.045145699,-0.743686851,mRNA,ENSG00000255769
ENSG00000238105,GOLGA2P5,0.042380902,0.001301331,0.482119051,mRNA,ENSG00000238105
ENSG00000225151,GOLGA2P7,0.067205874,0.003272366,0.31327539,mRNA,ENSG00000225151
ENSG00000090615,GOLGA3,0.005924549,2.54E-05,0.500544791,mRNA,ENSG00000090615
ENSG00000144674,GOLGA4,-0.151045973,0.016529728,-0.742348233,mRNA,ENSG00000144674
ENSG00000066455,GOLGA5,0.016196339,0.000190056,0.280433385,mRNA,ENSG00000066455
ENSG00000147533,GOLGA7,-0.003735286,1.01E-05,-0.169570998,mRNA,ENSG00000147533
ENSG00000155265,GOLGA7B,0.133249807,0.012864134,0.746844441,mRNA,ENSG00000155265
ENSG00000215252,GOLGA8B,0.018812749,0.00025642,0.273992227,mRNA,ENSG00000215252
ENSG00000173230,GOLGB1,-0.031229477,0.000706605,-0.376016218,mRNA,ENSG00000173230
ENSG00000173905,GOLIM4,0.029265878,0.000620541,0.859396007,mRNA,ENSG00000173905
ENSG00000135052,GOLM1,0.012468466,0.000112635,0.32855199,mRNA,ENSG00000135052
ENSG00000113384,GOLPH3,-0.008354675,5.06E-05,-0.763162029,mRNA,ENSG00000113384
ENSG00000143457,GOLPH3L,0.022859221,0.000378591,0.444852613,mRNA,ENSG00000143457
ENSG00000111711,GOLT1B,0.022801212,0.000376672,0.635973832,mRNA,ENSG00000111711
ENSG00000116580,GON4L,0.010632218,8.19E-05,0.280347098,mRNA,ENSG00000116580
ENSG00000170270,GON7,-0.182566493,0.024148466,-0.66972435,mRNA,ENSG00000170270
ENSG00000047932,GOPC,0.021170818,0.00032473,0.658791105,mRNA,ENSG00000047932
ENSG00000120370,GOrAB,0.024149061,0.000422521,0.532932629,mRNA,ENSG00000120370
ENSG00000231407,GOrAB-AS1,0.1288369,0.012026186,0.3160163,mRNA,ENSG00000231407
ENSG00000114745,GOrASP1,-0.013114718,0.000124614,-0.748728224,mRNA,ENSG00000114745
ENSG00000115806,GOrASP2,-0.025228773,0.000461147,-0.697035977,mRNA,ENSG00000115806
ENSG00000108587,GOSr1,0.025409045,0.000467761,0.730273156,mRNA,ENSG00000108587
ENSG00000108433,GOSr2,-0.017326923,0.000217516,-0.851176715,mRNA,ENSG00000108433
ENSG00000120053,GOT1,0.027071233,0.000530962,0.685693812,mRNA,ENSG00000120053
ENSG00000125166,GOT2,-0.019691537,0.000280935,-0.564001409,mRNA,ENSG00000125166
ENSG00000185245,GP1BA,-0.018382604,0.000244828,-0.117141221,mRNA,ENSG00000185245
ENSG00000197858,GPAA1,-0.090364138,0.005916156,-0.769427847,mRNA,ENSG00000197858
ENSG00000133114,GPALPP1,0.076047103,0.004189988,0.821858248,mRNA,ENSG00000133114
ENSG00000119927,GPAM,0.013087276,0.000124093,0.415422582,mRNA,ENSG00000119927
ENSG00000204438,GPANK1,0.032219892,0.000752135,0.400076701,mRNA,ENSG00000204438
ENSG00000186281,GPAT2,-0.013968444,0.000141365,-0.134541272,mRNA,ENSG00000186281
ENSG00000138678,GPAT3,-0.010037043,7.30E-05,-0.482323555,mRNA,ENSG00000138678
ENSG00000158669,GPAT4,0.011260582,9.19E-05,0.786803008,mRNA,ENSG00000158669
ENSG00000076650,GPATCH1,0.012447558,0.000112258,0.256310831,mRNA,ENSG00000076650
ENSG00000152133,GPATCH11,0.005149201,1.92E-05,0.097223181,mRNA,ENSG00000152133
ENSG00000092978,GPATCH2,0.035144058,0.000894852,0.933255488,mRNA,ENSG00000092978
ENSG00000089916,GPATCH2L,0.010538459,8.05E-05,0.454021075,mRNA,ENSG00000089916
ENSG00000198746,GPATCH3,0.039695769,0.001141657,0.685729266,mRNA,ENSG00000198746
ENSG00000160818,GPATCH4,0.024749075,0.000443778,0.542684134,mRNA,ENSG00000160818
ENSG00000186566,GPATCH8,-0.001333708,1.29E-06,-0.048430798,mRNA,ENSG00000186566
ENSG00000062194,GPBP1,0.027927596,0.000565086,0.942025059,mRNA,ENSG00000062194
ENSG00000159592,GPBP1L1,0.013577703,0.000133567,0.568973148,mRNA,ENSG00000159592
ENSG00000063660,GPC1,-0.070704296,0.003621921,-0.863630162,mRNA,ENSG00000063660
ENSG00000213420,GPC2,-0.032435132,0.000762217,-0.123171222,mRNA,ENSG00000213420
ENSG00000183098,GPC6,-0.017761585,0.000228566,-0.390472082,mRNA,ENSG00000183098
ENSG00000125772,GPCPD1,0.006587081,3.14E-05,0.193174852,mRNA,ENSG00000125772
ENSG00000152642,GPD1L,-0.018057114,0.000236235,-0.773081227,mRNA,ENSG00000152642
ENSG00000115159,GPD2,-0.02468969,0.00044165,-0.686173877,mRNA,ENSG00000115159
ENSG00000164850,GPEr1,0.091176301,0.006022979,0.59279062,mRNA,ENSG00000164850
ENSG00000171723,GPHN,-0.028262363,0.000578714,-0.626451388,mRNA,ENSG00000171723
ENSG00000105220,GPI,-0.015164255,0.000166606,-0.352532482,mRNA,ENSG00000105220
ENSG00000068394,GPKOW,-0.016630983,0.000200393,-0.25456322,mRNA,ENSG00000068394
ENSG00000112293,GPLD1,-0.051355965,0.001910861,-0.398144025,mRNA,ENSG00000112293
ENSG00000046653,GPM6B,0.031268706,0.000708381,0.281136809,mRNA,ENSG00000046653
ENSG00000198522,GPN1,-0.030169552,0.000659455,-0.487572168,mRNA,ENSG00000198522
ENSG00000142751,GPN2,0.038114228,0.001052499,0.94869585,mRNA,ENSG00000142751
ENSG00000111231,GPN3,-0.010263647,7.63E-05,-0.367799734,mRNA,ENSG00000111231
ENSG00000136235,GPNMB,0.046965644,0.001598115,0.304183589,mRNA,ENSG00000136235
ENSG00000183671,GPr1,0.003538452,9.07E-06,0.197280279,mRNA,ENSG00000183671
ENSG00000148358,GPr107,0.008129909,4.79E-05,0.621534601,mRNA,ENSG00000148358
ENSG00000125734,GPr108,-0.001771655,2.27E-06,-0.185811818,mRNA,ENSG00000125734
ENSG00000183484,GPr132,0.03941865,0.001125773,0.447095166,mRNA,ENSG00000183484
ENSG00000181619,GPr135,-0.012292116,0.000109471,-0.068241799,mRNA,ENSG00000181619
ENSG00000173264,GPr137,-0.077875099,0.004393844,-0.694127304,mRNA,ENSG00000173264
ENSG00000077585,GPr137B,-0.048705673,0.001718725,-0.626908156,mRNA,ENSG00000077585
ENSG00000180998,GPr137C,-0.039071967,0.001106058,-0.378172324,mRNA,ENSG00000180998
ENSG00000164849,GPr146,0.082448077,0.004925025,0.606973049,mRNA,ENSG00000164849
ENSG00000154165,GPr15,-0.012281461,0.000109282,-0.069946422,mRNA,ENSG00000154165
ENSG00000158292,GPr153,-0.050703457,0.001862613,-0.395445225,mRNA,ENSG00000158292
ENSG00000163328,GPr155,0.044594164,0.001440799,0.506826694,mRNA,ENSG00000163328
ENSG00000175697,GPr156,0.010941749,8.67E-05,0.155672429,mRNA,ENSG00000175697
ENSG00000180758,GPr157,0.018632906,0.000251541,0.598404716,mRNA,ENSG00000180758
ENSG00000151025,GPr158,-0.292630192,0.062041981,-0.765653611,mRNA,ENSG00000151025
ENSG00000173890,GPr160,0.062023529,0.00278715,0.817995861,mRNA,ENSG00000173890
ENSG00000143147,GPr161,-0.015566663,0.000175565,-0.377409425,mRNA,ENSG00000143147
ENSG00000250510,GPr162,0.092429782,0.006189724,0.79780181,mRNA,ENSG00000250510
ENSG00000144230,GPr17,-0.001068277,8.27E-07,-0.008546414,mRNA,ENSG00000144230
ENSG00000184194,GPr173,0.090033352,0.005872922,0.693219761,mRNA,ENSG00000184194
ENSG00000166073,GPr176,-0.027688084,0.000555435,-0.336267421,mRNA,ENSG00000166073
ENSG00000152749,GPr180,0.026274366,0.000500163,0.304560071,mRNA,ENSG00000152749
ENSG00000183150,GPr19,0.058665637,0.002493532,0.496018746,mRNA,ENSG00000183150
ENSG00000181773,GPr3,-0.11508189,0.009595362,-0.871829679,mRNA,ENSG00000181773
ENSG00000178623,GPr35,0.026610739,0.000513052,0.253544978,mRNA,ENSG00000178623
ENSG00000170775,GPr37,-0.136885938,0.013575788,-0.914430794,mRNA,ENSG00000170775
ENSG00000183840,GPr39,0.050655579,0.001859097,0.645581158,mRNA,ENSG00000183840
ENSG00000135898,GPr55,-0.110382654,0.00882773,-0.543049378,mRNA,ENSG00000135898
ENSG00000112218,GPr63,-0.07602399,0.004187441,-0.742702565,mRNA,ENSG00000112218
ENSG00000119714,GPr68,-0.040477891,0.001187089,-0.491837885,mRNA,ENSG00000119714
ENSG00000119737,GPr75,0.091206445,0.006026962,0.634867811,mRNA,ENSG00000119737
ENSG00000123901,GPr83,0.152103202,0.016761933,0.918161986,mRNA,ENSG00000123901
ENSG00000138271,GPr87,0.042775266,0.001325662,0.137247342,mRNA,ENSG00000138271
ENSG00000117262,GPr89A,-0.055676593,0.002245912,-0.645262391,mRNA,ENSG00000117262
ENSG00000188092,GPr89B,0.04671482,0.001581091,0.527860279,mRNA,ENSG00000188092
ENSG00000198932,GPrASP1,-0.009213597,6.15E-05,-0.122952298,mRNA,ENSG00000198932
ENSG00000158301,GPrASP2,-0.019276112,0.000269207,-0.440142607,mRNA,ENSG00000158301
ENSG00000013588,GPrC5A,0.030380705,0.000668718,0.73261993,mRNA,ENSG00000013588
ENSG00000167191,GPrC5B,0.101121746,0.007408606,0.886066178,mRNA,ENSG00000167191
ENSG00000170412,GPrC5C,-0.011242493,9.16E-05,-0.186680351,mRNA,ENSG00000170412
ENSG00000111291,GPrC5D,0.038209966,0.001057793,0.275311352,mRNA,ENSG00000111291
ENSG00000247498,GPrC5D-AS1,-0.048188706,0.001682434,-0.588286491,mRNA,ENSG00000247498
ENSG00000169258,GPrIN1,-0.067938681,0.003344118,-0.8447253,mRNA,ENSG00000169258
ENSG00000204175,GPrIN2,0.081104956,0.00476587,0.403671474,mRNA,ENSG00000204175
ENSG00000169727,GPS1,-0.070449756,0.00359589,-0.844199808,mRNA,ENSG00000169727
ENSG00000132522,GPS2,0.121732798,0.010736497,0.941989913,mRNA,ENSG00000132522
ENSG00000236496,GPS2P1,-0.032583915,0.000769226,-0.206399207,mRNA,ENSG00000236496
ENSG00000160360,GPSM1,-0.011530712,9.63E-05,-0.143454624,mRNA,ENSG00000160360
ENSG00000121957,GPSM2,0.017864757,0.000231229,0.646698798,mRNA,ENSG00000121957
ENSG00000213654,GPSM3,-0.002950126,6.31E-06,-0.030673511,mRNA,ENSG00000213654
ENSG00000167701,GPT,0.175652563,0.022354058,0.926954435,mRNA,ENSG00000167701
ENSG00000166123,GPT2,0.000243703,4.30E-08,0.005786465,mRNA,ENSG00000166123
ENSG00000233276,GPX1,-0.081335228,0.004792971,-0.745386692,mRNA,ENSG00000233276
ENSG00000211445,GPX3,-0.02136616,0.00033075,-0.40245775,mRNA,ENSG00000211445
ENSG00000167468,GPX4,-0.022637366,0.000371278,-0.415671818,mRNA,ENSG00000167468
ENSG00000116157,GPX7,0.044549774,0.001437932,0.793908833,mRNA,ENSG00000116157
ENSG00000164294,GPX8,0.003977022,1.15E-05,0.070518101,mRNA,ENSG00000164294
ENSG00000089351,GrAMD1A,0.002556123,4.73E-06,0.041373836,mRNA,ENSG00000089351
ENSG00000023171,GrAMD1B,0.156972418,0.017852296,0.653642731,mRNA,ENSG00000023171
ENSG00000178075,GrAMD1C,-0.002187554,3.47E-06,-0.032581618,mRNA,ENSG00000178075
ENSG00000175318,GrAMD2A,0.023283519,0.000392776,0.107615899,mRNA,ENSG00000175318
ENSG00000155324,GrAMD2B,0.075636468,0.00414486,0.877907287,mRNA,ENSG00000155324
ENSG00000075240,GrAMD4,-0.036535372,0.000967107,-0.526765172,mRNA,ENSG00000075240
ENSG00000106070,GrB10,0.0188022,0.000256133,0.505283128,mRNA,ENSG00000106070
ENSG00000177885,GrB2,-0.015369874,0.000171154,-0.438072633,mRNA,ENSG00000177885
ENSG00000141738,GrB7,0.076775741,0.004270664,0.691491111,mRNA,ENSG00000141738
ENSG00000196208,GrEB1,0.050887421,0.001876153,0.292318906,mRNA,ENSG00000196208
ENSG00000141449,GrEB1L,0.000208666,3.15E-08,0.003271763,mRNA,ENSG00000141449
ENSG00000134317,GrHL1,-0.018636786,0.000251646,-0.212660574,mRNA,ENSG00000134317
ENSG00000137106,GrHPr,-0.012183111,0.000107538,-0.492607369,mRNA,ENSG00000137106
ENSG00000164418,GrIK2,-0.028565728,0.000591205,-0.265401239,mRNA,ENSG00000164418
ENSG00000149403,GrIK4,-0.032152939,0.000749012,-0.764506937,mRNA,ENSG00000149403
ENSG00000105464,GrIN2D,-0.058699783,0.002496436,-0.333382674,mRNA,ENSG00000105464
ENSG00000178719,GrINA,-0.022475473,0.000365986,-0.520945391,mRNA,ENSG00000178719
ENSG00000155974,GrIP1,-0.024355109,0.000429762,-0.219655326,mRNA,ENSG00000155974
ENSG00000068400,GrIPAP1,0.018145587,0.000238556,0.458307261,mRNA,ENSG00000068400
ENSG00000173020,GrK2,-0.030599756,0.000678396,-0.627953469,mRNA,ENSG00000173020
ENSG00000100077,GrK3,0.033033007,0.000790576,0.540988658,mRNA,ENSG00000100077
ENSG00000125388,GrK4,-0.007965209,4.60E-05,-0.378241204,mRNA,ENSG00000125388
ENSG00000198873,GrK5,0.029939163,0.000649422,0.728470897,mRNA,ENSG00000198873
ENSG00000198055,GrK6,-0.054652207,0.002164028,-0.803601624,mRNA,ENSG00000198055
ENSG00000164082,GrM2,0.019748903,0.000282575,0.110246274,mRNA,ENSG00000164082
ENSG00000030582,GrN,-0.015572974,0.000175708,-0.694290259,mRNA,ENSG00000030582
ENSG00000109519,GrPEL1,-0.003006379,6.55E-06,-0.109967083,mRNA,ENSG00000109519
ENSG00000164284,GrPEL2,0.005432273,2.14E-05,0.206905595,mRNA,ENSG00000164284
ENSG00000126010,GrPr,-0.029146442,0.000615486,-0.374268911,mRNA,ENSG00000126010
ENSG00000132463,GrSF1,0.040543317,0.001190929,0.966516492,mRNA,ENSG00000132463
ENSG00000139835,GrTP1,-0.079038266,0.00452608,-0.571298524,mRNA,ENSG00000139835
ENSG00000105447,GrWD1,-0.05067393,0.001860444,-0.568715609,mRNA,ENSG00000105447
ENSG00000186088,GSAP,0.045113375,0.001474545,0.740403378,mRNA,ENSG00000186088
ENSG00000073605,GSDMB,0.243929584,0.043109833,0.895084187,mRNA,ENSG00000073605
ENSG00000147697,GSDMC,0.060889617,0.002686172,0.316083387,mRNA,ENSG00000147697
ENSG00000104518,GSDMD,-0.091152577,0.006019845,-0.779164241,mRNA,ENSG00000104518
ENSG00000105928,GSDME,-0.029872437,0.00064653,-0.881001994,mRNA,ENSG00000105928
ENSG00000131149,GSE1,-0.024246947,0.000425953,-0.650612305,mRNA,ENSG00000131149
ENSG00000280832,GSEC,-0.010125014,7.43E-05,-0.330681199,mRNA,ENSG00000280832
ENSG00000105723,GSK3A,-0.013776686,0.000137511,-0.294302108,mRNA,ENSG00000105723
ENSG00000082701,GSK3B,-0.005524807,2.21E-05,-0.22351498,mRNA,ENSG00000082701
ENSG00000100744,GSKIP,0.014124876,0.00014455,0.325441671,mRNA,ENSG00000100744
ENSG00000148180,GSN,0.045389377,0.001492643,0.598332181,mRNA,ENSG00000148180
ENSG00000235865,GSN-AS1,0.234892973,0.039974905,0.827268918,mRNA,ENSG00000235865
ENSG00000103342,GSPT1,0.003404264,8.40E-06,0.369453882,mRNA,ENSG00000103342
ENSG00000189369,GSPT2,0.040360731,0.001180227,0.78785372,mRNA,ENSG00000189369
ENSG00000104687,GSr,-0.047441129,0.001630637,-0.861737483,mRNA,ENSG00000104687
ENSG00000100983,GSS,-0.05379703,0.002096834,-0.937824316,mRNA,ENSG00000100983
ENSG00000170899,GSTA4,0.018942743,0.000259976,0.662544412,mRNA,ENSG00000170899
ENSG00000138780,GSTCD,-0.028375577,0.00058336,-0.830415247,mRNA,ENSG00000138780
ENSG00000197448,GSTK1,-0.012575944,0.000114585,-0.499590899,mRNA,ENSG00000197448
ENSG00000134184,GSTM1,-0.050202521,0.00182599,-0.772253208,mRNA,ENSG00000134184
ENSG00000213366,GSTM2,0.006707848,3.26E-05,0.251394054,mRNA,ENSG00000213366
ENSG00000134202,GSTM3,-0.024674616,0.000441111,-0.505280182,mRNA,ENSG00000134202
ENSG00000168765,GSTM4,-0.033230122,0.000800039,-0.765440635,mRNA,ENSG00000168765
ENSG00000148834,GSTO1,-0.018503099,0.000248048,-0.433523604,mRNA,ENSG00000148834
ENSG00000065621,GSTO2,0.094674453,0.006494011,0.361832906,mRNA,ENSG00000065621
ENSG00000084207,GSTP1,-0.068954466,0.003444865,-0.81652033,mRNA,ENSG00000084207
ENSG00000133433,GSTT2B,-0.16596274,0.019955774,-0.598146255,mRNA,ENSG00000133433
ENSG00000100577,GSTZ1,-0.025397881,0.00046735,-0.56078085,mRNA,ENSG00000100577
ENSG00000121964,GTDC1,-0.020314487,0.000298992,-0.892252228,mRNA,ENSG00000121964
ENSG00000165417,GTF2A1,-0.008599752,5.36E-05,-0.333827725,mRNA,ENSG00000165417
ENSG00000140307,GTF2A2,-0.001838016,2.45E-06,-0.050208264,mRNA,ENSG00000140307
ENSG00000137947,GTF2B,0.007679338,4.27E-05,0.173396138,mRNA,ENSG00000137947
ENSG00000153767,GTF2E1,-0.003470133,8.72E-06,-0.179383273,mRNA,ENSG00000153767
ENSG00000197265,GTF2E2,0.03089755,0.000691665,0.798847171,mRNA,ENSG00000197265
ENSG00000125651,GTF2F1,-0.029850778,0.000645593,-0.478005879,mRNA,ENSG00000125651
ENSG00000188342,GTF2F2,-0.022962566,0.000382022,-0.502411678,mRNA,ENSG00000188342
ENSG00000110768,GTF2H1,0.006303667,2.88E-05,0.326297617,mRNA,ENSG00000110768
ENSG00000145736,GTF2H2,-0.071149856,0.003667714,-0.524021992,mRNA,ENSG00000145736
ENSG00000183474,GTF2H2C,-0.07602981,0.004188082,-0.503865555,mRNA,ENSG00000183474
ENSG00000111358,GTF2H3,-0.024936706,0.000450532,-0.511691983,mRNA,ENSG00000111358
ENSG00000272047,GTF2H5,0.015140818,0.000166091,0.41351416,mRNA,ENSG00000272047
ENSG00000263001,GTF2I,0.031681505,0.000727209,0.96495591,mRNA,ENSG00000263001
ENSG00000283050,GTF2IP12,-0.020046359,0.000291151,-0.154901217,mRNA,ENSG00000283050
ENSG00000272556,GTF2IP13,-0.071166644,0.003669445,-0.653618078,mRNA,ENSG00000272556
ENSG00000272645,GTF2IP20,0.031278678,0.000708833,0.157147,mRNA,ENSG00000272645
ENSG00000233369,GTF2IP4,0.006322664,2.90E-05,0.12440473,mRNA,ENSG00000233369
ENSG00000227038,GTF2IP7,-0.040450282,0.00118547,-0.299835356,mRNA,ENSG00000227038
ENSG00000006704,GTF2IrD1,-0.03467765,0.000871258,-0.545009841,mRNA,ENSG00000006704
ENSG00000196275,GTF2IrD2,-0.031173307,0.000704066,-0.250230147,mRNA,ENSG00000196275
ENSG00000174428,GTF2IrD2B,-0.17885559,0.023176744,-0.683065205,mRNA,ENSG00000174428
ENSG00000122034,GTF3A,0.003093021,6.93E-06,0.169232878,mRNA,ENSG00000122034
ENSG00000077235,GTF3C1,-0.036808701,0.000981631,-0.703502393,mRNA,ENSG00000077235
ENSG00000115207,GTF3C2,-0.007779408,4.38E-05,-0.247896495,mRNA,ENSG00000115207
ENSG00000119041,GTF3C3,0.002488826,4.49E-06,0.065085527,mRNA,ENSG00000119041
ENSG00000125484,GTF3C4,-0.01746997,0.000221122,-0.566906934,mRNA,ENSG00000125484
ENSG00000148308,GTF3C5,-0.022544753,0.000368246,-0.564944837,mRNA,ENSG00000148308
ENSG00000155115,GTF3C6,0.010455512,7.92E-05,0.238374719,mRNA,ENSG00000155115
ENSG00000100226,GTPBP1,-0.015579497,0.000175855,-0.646184082,mRNA,ENSG00000100226
ENSG00000105793,GTPBP10,0.019385914,0.000272283,0.314039805,mRNA,ENSG00000105793
ENSG00000172432,GTPBP2,-0.001203888,1.05E-06,-0.187990897,mRNA,ENSG00000172432
ENSG00000130299,GTPBP3,-0.056080518,0.002278618,-0.68089473,mRNA,ENSG00000130299
ENSG00000107937,GTPBP4,0.004153262,1.25E-05,0.230479701,mRNA,ENSG00000107937
ENSG00000178605,GTPBP6,-0.043764611,0.001387693,-0.697077635,mRNA,ENSG00000178605
ENSG00000163607,GTPBP8,0.001110197,8.93E-07,0.047851454,mRNA,ENSG00000163607
ENSG00000075218,GTSE1,-0.028964278,0.000607817,-0.484483438,mRNA,ENSG00000075218
ENSG00000112599,GUCA1B,0.115650367,0.009690394,0.79339663,mRNA,ENSG00000112599
ENSG00000138867,GUCD1,-0.027361663,0.000542416,-0.854002417,mRNA,ENSG00000138867
ENSG00000061918,GUCY1B1,0.035904998,0.000934022,0.382395132,mRNA,ENSG00000061918
ENSG00000070019,GUCY2C,0.015741412,0.000179529,0.092485473,mRNA,ENSG00000070019
ENSG00000151806,GUF1,-0.051217412,0.001900565,-0.916160594,mRNA,ENSG00000151806
ENSG00000143774,GUK1,-0.04672241,0.001581604,-0.580829995,mRNA,ENSG00000143774
ENSG00000144366,GULP1,0.009941121,7.16E-05,0.115218344,mRNA,ENSG00000144366
ENSG00000169919,GUSB,-0.000587138,2.50E-07,-0.041878779,mRNA,ENSG00000169919
ENSG00000183666,GUSBP1,-0.004815656,1.68E-05,-0.135221898,mRNA,ENSG00000183666
ENSG00000236296,GUSBP5,0.087295669,0.005521191,0.644874212,mRNA,ENSG00000236296
ENSG00000254838,GVINP1,-0.028234031,0.000577555,-0.190577235,mRNA,ENSG00000254838
ENSG00000279968,GVQW2,-0.130591555,0.012355991,-0.728923666,mRNA,ENSG00000279968
ENSG00000179240,GVQW3,0.030138633,0.000658104,0.391824617,mRNA,ENSG00000179240
ENSG00000151233,GXYLT1,-0.014125519,0.000144563,-0.434320309,mRNA,ENSG00000151233
ENSG00000172986,GXYLT2,0.035059423,0.000890547,0.353300483,mRNA,ENSG00000172986
ENSG00000163754,GYG1,-0.034002316,0.000837653,-0.723817578,mRNA,ENSG00000163754
ENSG00000056998,GYG2,-0.054460992,0.002148911,-0.49306066,mRNA,ENSG00000056998
ENSG00000104812,GYS1,0.02629327,0.000500883,0.453620631,mRNA,ENSG00000104812
ENSG00000125812,GZF1,-0.009295841,6.26E-05,-0.292529494,mRNA,ENSG00000125812
ENSG00000189060,H1F0,-0.004232645,1.30E-05,-0.160498164,mRNA,ENSG00000189060
ENSG00000184897,H1FX,-0.051856024,0.001948255,-0.327540277,mRNA,ENSG00000184897
ENSG00000206417,H1FX-AS1,0.061610902,0.002750189,0.594413638,mRNA,ENSG00000206417
ENSG00000246705,H2AFJ,-0.033267728,0.000801851,-0.42330234,mRNA,ENSG00000246705
ENSG00000105968,H2AFV,0.002292595,3.81E-06,0.12674944,mRNA,ENSG00000105968
ENSG00000188486,H2AFX,-0.028922544,0.000606067,-0.21145567,mRNA,ENSG00000188486
ENSG00000113648,H2AFY,-0.002409072,4.20E-06,-0.122503735,mRNA,ENSG00000113648
ENSG00000164032,H2AFZ,-0.014834013,0.000159428,-0.468265191,mRNA,ENSG00000164032
ENSG00000218502,H2AFZP3,-0.016241106,0.000191108,-0.070945495,mRNA,ENSG00000218502
ENSG00000163041,H3F3A,-0.073555487,0.003919923,-0.485857429,mRNA,ENSG00000163041
ENSG00000132475,H3F3B,-0.023127786,0.000387539,-0.506179595,mRNA,ENSG00000132475
ENSG00000049239,H6PD,-0.054304274,0.002136562,-0.707488777,mRNA,ENSG00000049239
ENSG00000130956,HABP4,-0.011402666,9.42E-05,-0.443869382,mRNA,ENSG00000130956
ENSG00000165996,HACD1,0.023079562,0.000385925,0.841748727,mRNA,ENSG00000165996
ENSG00000206527,HACD2,0.02835996,0.000582718,0.612165958,mRNA,ENSG00000206527
ENSG00000074696,HACD3,0.006395051,2.96E-05,0.170818422,mRNA,ENSG00000074696
ENSG00000085382,HACE1,-0.028019429,0.000568808,-0.654113821,mRNA,ENSG00000085382
ENSG00000131373,HACL1,-0.003616102,9.47E-06,-0.467342289,mRNA,ENSG00000131373
ENSG00000138796,HADH,-0.020596992,0.000307365,-0.770669624,mRNA,ENSG00000138796
ENSG00000084754,HADHA,0.01875823,0.000254936,0.775443045,mRNA,ENSG00000084754
ENSG00000138029,HADHB,0.006443456,3.01E-05,0.262713552,mRNA,ENSG00000138029
ENSG00000063854,HAGH,0.008531056,5.27E-05,0.200195125,mRNA,ENSG00000063854
ENSG00000103253,HAGHL,-0.030544516,0.000675949,-0.51676835,mRNA,ENSG00000103253
ENSG00000224189,HAGLr,-0.015743301,0.000179572,-0.197286295,mRNA,ENSG00000224189
ENSG00000084110,HAL,0.292025499,0.061785838,0.750393456,mRNA,ENSG00000084110
ENSG00000113196,HAND1,-0.014231296,0.000146736,-0.18010865,mRNA,ENSG00000113196
ENSG00000140511,HAPLN3,-0.081279326,0.004786384,-0.894486562,mRNA,ENSG00000140511
ENSG00000180423,HArBI1,0.004561694,1.51E-05,0.104335528,mRNA,ENSG00000180423
ENSG00000170445,HArS,-0.001799576,2.35E-06,-0.124206516,mRNA,ENSG00000170445
ENSG00000112855,HArS2,0.073484476,0.003912358,0.916336213,mRNA,ENSG00000112855
ENSG00000170961,HAS2,-0.060924192,0.002689224,-0.893815872,mRNA,ENSG00000170961
ENSG00000248690,HAS2-AS1,0.032855034,0.00078208,0.321834231,mRNA,ENSG00000248690
ENSG00000103044,HAS3,-0.011031595,8.82E-05,-0.147361919,mRNA,ENSG00000103044
ENSG00000177602,HASPIN,-0.005292998,2.03E-05,-0.132287217,mRNA,ENSG00000177602
ENSG00000128708,HAT1,0.008587166,5.34E-05,0.259945508,mRNA,ENSG00000128708
ENSG00000152240,HAUS1,-0.019852427,0.000285545,-0.486965359,mRNA,ENSG00000152240
ENSG00000137814,HAUS2,0.006719922,3.27E-05,0.497072541,mRNA,ENSG00000137814
ENSG00000214367,HAUS3,0.024323532,0.000428648,0.557170085,mRNA,ENSG00000214367
ENSG00000092036,HAUS4,0.014217676,0.000146455,0.417118715,mRNA,ENSG00000092036
ENSG00000249115,HAUS5,-0.048906694,0.001732942,-0.504279886,mRNA,ENSG00000249115
ENSG00000147874,HAUS6,0.002144938,3.33E-06,0.046285084,mRNA,ENSG00000147874
ENSG00000235454,HAUS6P3,0.171187132,0.021231937,0.725661567,mRNA,ENSG00000235454
ENSG00000213397,HAUS7,-0.087909129,0.005599063,-0.576627409,mRNA,ENSG00000213397
ENSG00000131351,HAUS8,-0.021561797,0.000336835,-0.690275306,mRNA,ENSG00000131351
ENSG00000143575,HAX1,0.006763073,3.31E-05,0.283228633,mRNA,ENSG00000143575
ENSG00000113070,HBEGF,-0.040572438,0.001192641,-0.907406708,mRNA,ENSG00000113070
